#lambda  transmission
      6.61704  7.99120e-11
      6.61813  8.08206e-11
      6.61923  8.18570e-11
      6.62032  8.21992e-11
      6.62142  8.14171e-11
      6.62252  7.94618e-11
      6.62361  7.66725e-11
      6.62471  7.41079e-11
      6.62581  7.26309e-11
      6.62691  7.22378e-11
      6.62800  7.21532e-11
      6.62910  7.18390e-11
      6.63020  7.10903e-11
      6.63130  7.01618e-11
      6.63240  6.89999e-11
      6.63350  6.64640e-11
      6.63460  6.29672e-11
      6.63570  5.98969e-11
      6.63680  5.73797e-11
      6.63790  5.57971e-11
      6.63900  5.63189e-11
      6.64011  5.86042e-11
      6.64121  6.10096e-11
      6.64231  6.12923e-11
      6.64341  6.00335e-11
      6.64452  6.04120e-11
      6.64562  6.16002e-11
      6.64673  6.20323e-11
      6.64783  6.11742e-11
      6.64894  5.92669e-11
      6.65004  5.72395e-11
      6.65115  5.64952e-11
      6.65225  5.69398e-11
      6.65336  5.68620e-11
      6.65447  5.58511e-11
      6.65557  5.40842e-11
      6.65668  5.19576e-11
      6.65779  5.03424e-11
      6.65890  4.93808e-11
      6.66001  4.72913e-11
      6.66112  4.41089e-11
      6.66223  4.16361e-11
      6.66333  3.93885e-11
      6.66445  3.69225e-11
      6.66556  3.52890e-11
      6.66667  3.36495e-11
      6.66778  3.10534e-11
      6.66889  2.91843e-11
      6.67000  2.85149e-11
      6.67111  2.82519e-11
      6.67223  2.83225e-11
      6.67334  2.86559e-11
      6.67445  2.87491e-11
      6.67557  2.76043e-11
      6.67668  2.48327e-11
      6.67780  2.21348e-11
      6.67891  2.05046e-11
      6.68003  1.99261e-11
      6.68114  1.92092e-11
      6.68226  1.78804e-11
      6.68337  1.69930e-11
      6.68449  1.62023e-11
      6.68561  1.49856e-11
      6.68673  1.43950e-11
      6.68784  1.42991e-11
      6.68896  1.35033e-11
      6.69008  1.27854e-11
      6.69120  1.31614e-11
      6.69232  1.47776e-11
      6.69344  1.63522e-11
      6.69456  1.64823e-11
      6.69568  1.57773e-11
      6.69680  1.49945e-11
      6.69792  1.45338e-11
      6.69905  1.38622e-11
      6.70017  1.26742e-11
      6.70129  1.14037e-11
      6.70241  1.03718e-11
      6.70354  9.76264e-12
      6.70466  9.46591e-12
      6.70578  9.17608e-12
      6.70691  8.57419e-12
      6.70803  7.79612e-12
      6.70916  6.91235e-12
      6.71028  5.78391e-12
      6.71141  4.69789e-12
      6.71254  4.03002e-12
      6.71366  3.80103e-12
      6.71479  3.81873e-12
      6.71592  3.78257e-12
      6.71704  3.66214e-12
      6.71817  3.49210e-12
      6.71930  3.25794e-12
      6.72043  3.05481e-12
      6.72156  2.94142e-12
      6.72269  2.75786e-12
      6.72382  2.38312e-12
      6.72495  1.84228e-12
      6.72608  1.43562e-12
      6.72721  1.24986e-12
      6.72834  1.07913e-12
      6.72948  8.85695e-13
      6.73061  7.04790e-13
      6.73174  5.72558e-13
      6.73287  4.90444e-13
      6.73401  4.32838e-13
      6.73514  3.56215e-13
      6.73627  2.70308e-13
      6.73741  2.37364e-13
      6.73854  2.40600e-13
      6.73968  2.45878e-13
      6.74082  2.55748e-13
      6.74195  2.61499e-13
      6.74309  2.40795e-13
      6.74423  2.21795e-13
      6.74536  2.20119e-13
      6.74650  2.11534e-13
      6.74764  2.00848e-13
      6.74878  2.00543e-13
      6.74992  1.95330e-13
      6.75105  1.78941e-13
      6.75219  1.59083e-13
      6.75333  1.33549e-13
      6.75447  1.07110e-13
      6.75562  9.33195e-14
      6.75676  8.73748e-14
      6.75790  8.16629e-14
      6.75904  7.55118e-14
      6.76018  6.90720e-14
      6.76133  6.16419e-14
      6.76247  5.25184e-14
      6.76361  4.18872e-14
      6.76476  3.08790e-14
      6.76590  2.14835e-14
      6.76704  1.50356e-14
      6.76819  1.08179e-14
      6.76933  8.31042e-15
      6.77048  7.47298e-15
      6.77163  8.10330e-15
      6.77277  9.42633e-15
      6.77392  9.77648e-15
      6.77507  8.75678e-15
      6.77622  6.95028e-15
      6.77736  5.68764e-15
      6.77851  5.02228e-15
      6.77966  4.49765e-15
      6.78081  3.84548e-15
      6.78196  3.04481e-15
      6.78311  2.34987e-15
      6.78426  1.79366e-15
      6.78541  1.32913e-15
      6.78656  9.23797e-16
      6.78771  6.03118e-16
      6.78887  3.81060e-16
      6.79002  2.55726e-16
      6.79117  2.09590e-16
      6.79232  2.01814e-16
      6.79348  2.04652e-16
      6.79463  2.12395e-16
      6.79579  2.22253e-16
      6.79694  2.32068e-16
      6.79810  2.40690e-16
      6.79925  2.35201e-16
      6.80041  2.19487e-16
      6.80156  1.93951e-16
      6.80272  1.63662e-16
      6.80388  1.34919e-16
      6.80504  1.02242e-16
      6.80619  7.73122e-17
      6.80735  6.66497e-17
      6.80851  6.38424e-17
      6.80967  6.59313e-17
      6.81083  6.41276e-17
      6.81199  5.28319e-17
      6.81315  3.96649e-17
      6.81431  4.04912e-17
      6.81547  5.76177e-17
      6.81663  6.93473e-17
      6.81779  5.90815e-17
      6.81896  3.51016e-17
      6.82012  1.40262e-17
      6.82128  1.11359e-18
      6.82361  5.83600e-18
      6.82477  2.41107e-17
      6.82594  4.40464e-17
      6.82710  7.17754e-17
      6.82827  1.20384e-16
      6.82943  1.76391e-16
      6.83060  2.09339e-16
      6.83177  2.25927e-16
      6.83293  2.40007e-16
      6.83410  2.53235e-16
      6.83527  2.87472e-16
      6.83644  3.28669e-16
      6.83761  3.64703e-16
      6.83878  4.02349e-16
      6.83995  4.17238e-16
      6.84111  3.83548e-16
      6.84229  3.09452e-16
      6.84346  2.27277e-16
      6.84463  1.69948e-16
      6.84580  1.32474e-16
      6.84697  8.57582e-17
      6.84814  4.14108e-17
      6.84932  2.18550e-17
      6.85049  2.98932e-17
      6.85166  5.58405e-17
      6.85284  7.87895e-17
      6.85401  7.80216e-17
      6.85518  5.76016e-17
      6.85636  3.25684e-17
      6.85753  2.21838e-17
      6.85871  2.44555e-17
      6.85989  3.35564e-17
      6.86106  4.10018e-17
      6.86224  4.44338e-17
      6.86342  4.88788e-17
      6.86460  5.23823e-17
      6.86577  5.06358e-17
      6.86695  4.28839e-17
      6.86813  3.19975e-17
      6.86931  2.29249e-17
      6.87049  2.07679e-17
      6.87167  2.39336e-17
      6.87285  2.52834e-17
      6.87403  2.54230e-17
      6.87522  2.78819e-17
      6.87640  3.20922e-17
      6.87758  3.47613e-17
      6.87876  3.46874e-17
      6.87994  3.35657e-17
      6.88113  3.19920e-17
      6.88231  3.10674e-17
      6.88350  3.32266e-17
      6.88468  3.95708e-17
      6.88587  5.04113e-17
      6.88705  6.23495e-17
      6.88824  7.13705e-17
      6.88942  7.69627e-17
      6.89061  7.78504e-17
      6.89180  7.51951e-17
      6.89299  7.72452e-17
      6.89417  8.59704e-17
      6.89536  9.80358e-17
      6.89655  1.07061e-16
      6.89774  1.05795e-16
      6.89893  1.04011e-16
      6.90012  1.07364e-16
      6.90131  1.12812e-16
      6.90250  1.16344e-16
      6.90369  1.16873e-16
      6.90489  1.16599e-16
      6.90608  1.17380e-16
      6.90727  1.24201e-16
      6.90846  1.32125e-16
      6.90966  1.39382e-16
      6.91085  1.45940e-16
      6.91204  1.50708e-16
      6.91324  1.56426e-16
      6.91443  1.69648e-16
      6.91563  2.00675e-16
      6.91683  2.40462e-16
      6.91802  2.46423e-16
      6.91922  2.14472e-16
      6.92042  2.08316e-16
      6.92161  2.07592e-16
      6.92281  1.87479e-16
      6.92401  1.63166e-16
      6.92521  1.45107e-16
      6.92641  1.29826e-16
      6.92761  1.13275e-16
      6.92881  1.06858e-16
      6.93001  1.22981e-16
      6.93121  1.49238e-16
      6.93241  1.69854e-16
      6.93361  1.81142e-16
      6.93481  1.87272e-16
      6.93602  1.86826e-16
      6.93722  1.79852e-16
      6.93842  1.77235e-16
      6.93963  1.92342e-16
      6.94083  2.05167e-16
      6.94203  2.04996e-16
      6.94324  1.99307e-16
      6.94444  1.92314e-16
      6.94565  1.88936e-16
      6.94686  1.80450e-16
      6.94806  1.66686e-16
      6.94927  1.44812e-16
      6.95048  1.23036e-16
      6.95169  1.13666e-16
      6.95289  1.22889e-16
      6.95410  1.32949e-16
      6.95531  1.25374e-16
      6.95652  1.10935e-16
      6.95773  1.03450e-16
      6.95894  9.83929e-17
      6.96015  9.56466e-17
      6.96136  9.36301e-17
      6.96258  8.37438e-17
      6.96379  7.07228e-17
      6.96500  6.00504e-17
      6.96621  5.13647e-17
      6.96743  4.45914e-17
      6.96864  4.12879e-17
      6.96986  4.22256e-17
      6.97107  4.62147e-17
      6.97229  4.87614e-17
      6.97350  5.23951e-17
      6.97472  6.41094e-17
      6.97593  8.79340e-17
      6.97715  1.29295e-16
      6.97837  1.95236e-16
      6.97958  3.07631e-16
      6.98080  4.95524e-16
      6.98202  8.17420e-16
      6.98324  1.39552e-15
      6.98446  2.22532e-15
      6.98568  3.25251e-15
      6.98690  4.55529e-15
      6.98812  6.34141e-15
      6.98934  8.47235e-15
      6.99056  1.06989e-14
      6.99178  1.40109e-14
      6.99301  1.94689e-14
      6.99423  2.74240e-14
      6.99545  4.03157e-14
      6.99668  5.93869e-14
      6.99790  8.19201e-14
      6.99913  1.08032e-13
      7.00035  1.39463e-13
      7.00158  1.69338e-13
      7.00280  1.94598e-13
      7.00403  2.19447e-13
      7.00525  2.50476e-13
      7.00648  2.85443e-13
      7.00771  3.14550e-13
      7.00894  3.44336e-13
      7.01016  3.84913e-13
      7.01139  4.29723e-13
      7.01262  4.78282e-13
      7.01385  5.27534e-13
      7.01508  5.57655e-13
      7.01631  5.69612e-13
      7.01754  6.04214e-13
      7.01877  6.98412e-13
      7.02001  8.60818e-13
      7.02124  1.06358e-12
      7.02247  1.29270e-12
      7.02371  1.56861e-12
      7.02494  1.93324e-12
      7.02617  2.34115e-12
      7.02741  2.67436e-12
      7.02864  2.96675e-12
      7.02988  3.24116e-12
      7.03111  3.42066e-12
      7.03235  3.57466e-12
      7.03359  3.83122e-12
      7.03482  4.08655e-12
      7.03606  4.27776e-12
      7.03730  4.47817e-12
      7.03854  4.68968e-12
      7.03977  4.83631e-12
      7.04101  4.86476e-12
      7.04225  5.00022e-12
      7.04349  5.52257e-12
      7.04473  6.23473e-12
      7.04598  6.97070e-12
      7.04722  7.67458e-12
      7.04846  8.38547e-12
      7.04970  9.12565e-12
      7.05094  9.81817e-12
      7.05219  1.04059e-11
      7.05343  1.08428e-11
      7.05467  1.11691e-11
      7.05592  1.15004e-11
      7.05716  1.19434e-11
      7.05841  1.26833e-11
      7.05965  1.38148e-11
      7.06090  1.51672e-11
      7.06215  1.67453e-11
      7.06339  1.85637e-11
      7.06464  2.02788e-11
      7.06589  2.20197e-11
      7.06714  2.43641e-11
      7.06839  2.64686e-11
      7.06964  2.77237e-11
      7.07089  2.88194e-11
      7.07214  3.01925e-11
      7.07339  3.18406e-11
      7.07464  3.34352e-11
      7.07589  3.48543e-11
      7.07714  3.61304e-11
      7.07839  3.70589e-11
      7.07965  3.75728e-11
      7.08090  3.78827e-11
      7.08215  3.90108e-11
      7.08341  4.16958e-11
      7.08466  4.45156e-11
      7.08592  4.67595e-11
      7.08717  4.89757e-11
      7.08843  5.11865e-11
      7.08968  5.31786e-11
      7.09094  5.49043e-11
      7.09220  5.62110e-11
      7.09346  5.71293e-11
      7.09471  5.80824e-11
      7.09597  5.93583e-11
      7.09723  6.08102e-11
      7.09849  6.22276e-11
      7.09975  6.37265e-11
      7.10101  6.55798e-11
      7.10227  6.72882e-11
      7.10353  6.83691e-11
      7.10480  6.96810e-11
      7.10606  7.15776e-11
      7.10732  7.34986e-11
      7.10858  7.51111e-11
      7.10985  7.64204e-11
      7.11111  7.76116e-11
      7.11238  7.85250e-11
      7.11364  7.88838e-11
      7.11491  7.88268e-11
      7.11617  7.82187e-11
      7.11744  7.68312e-11
      7.11870  7.52736e-11
      7.11997  7.43977e-11
      7.12124  7.49545e-11
      7.12251  7.65901e-11
      7.12378  7.83132e-11
      7.12504  7.97241e-11
      7.12631  8.04929e-11
      7.12758  8.08868e-11
      7.12885  8.05175e-11
      7.13012  7.93581e-11
      7.13140  7.82047e-11
      7.13267  7.74418e-11
      7.13394  7.74627e-11
      7.13521  7.84918e-11
      7.13649  7.95815e-11
      7.13776  8.00358e-11
      7.13903  7.98108e-11
      7.14031  7.92729e-11
      7.14158  7.85805e-11
      7.14286  7.75229e-11
      7.14413  7.58332e-11
      7.14541  7.37145e-11
      7.14669  7.14530e-11
      7.14796  6.91334e-11
      7.14924  6.65340e-11
      7.15052  6.34646e-11
      7.15180  6.01367e-11
      7.15308  5.68999e-11
      7.15436  5.37745e-11
      7.15563  5.06513e-11
      7.15692  4.75148e-11
      7.15820  4.43673e-11
      7.15948  4.18926e-11
      7.16076  4.03149e-11
      7.16204  3.92231e-11
      7.16332  3.81936e-11
      7.16461  3.70679e-11
      7.16589  3.59170e-11
      7.16717  3.45856e-11
      7.16846  3.28255e-11
      7.16974  3.05151e-11
      7.17103  2.78333e-11
      7.17231  2.51908e-11
      7.17360  2.29149e-11
      7.17489  2.10220e-11
      7.17618  1.94496e-11
      7.17746  1.79480e-11
      7.17875  1.62954e-11
      7.18004  1.45319e-11
      7.18133  1.26790e-11
      7.18262  1.08267e-11
      7.18391  9.13959e-12
      7.18520  7.71344e-12
      7.18649  6.52734e-12
      7.18778  5.56465e-12
      7.18907  4.77795e-12
      7.19036  4.10063e-12
      7.19166  3.49981e-12
      7.19295  2.93828e-12
      7.19424  2.40773e-12
      7.19554  1.93200e-12
      7.19683  1.54446e-12
      7.19813  1.24376e-12
      7.19942  1.01217e-12
      7.20072  8.30602e-13
      7.20202  6.64432e-13
      7.20331  5.01060e-13
      7.20461  3.57748e-13
      7.20591  2.61873e-13
      7.20721  1.85094e-13
      7.20851  1.23726e-13
      7.20981  8.31847e-14
      7.21110  5.86193e-14
      7.21241  4.45197e-14
      7.21371  3.64163e-14
      7.21501  3.16618e-14
      7.21631  2.98267e-14
      7.21761  2.72237e-14
      7.21891  2.28608e-14
      7.22022  1.68186e-14
      7.22152  1.07626e-14
      7.22282  6.14732e-15
      7.22413  3.64826e-15
      7.22543  2.32998e-15
      7.22674  1.59845e-15
      7.22804  1.23104e-15
      7.22935  1.05544e-15
      7.23066  9.43266e-16
      7.23197  7.99749e-16
      7.23327  6.69077e-16
      7.23458  5.27901e-16
      7.23589  3.83798e-16
      7.23720  2.91006e-16
      7.23851  2.62643e-16
      7.23982  2.53043e-16
      7.24113  2.53715e-16
      7.24244  2.27188e-16
      7.24375  1.77326e-16
      7.24506  1.44410e-16
      7.24638  1.20655e-16
      7.24769  9.66460e-17
      7.24900  7.73401e-17
      7.25032  6.92144e-17
      7.25163  7.07320e-17
      7.25295  7.94863e-17
      7.25426  9.29601e-17
      7.25558  1.15757e-16
      7.25689  1.44004e-16
      7.25821  1.64583e-16
      7.25953  1.72024e-16
      7.26085  1.68860e-16
      7.26216  1.57237e-16
      7.26348  1.48047e-16
      7.26480  1.49646e-16
      7.26612  1.61007e-16
      7.26744  1.72992e-16
      7.26876  1.73160e-16
      7.27008  1.61774e-16
      7.27141  1.49291e-16
      7.27273  1.48084e-16
      7.27405  1.51476e-16
      7.27537  1.57588e-16
      7.27670  1.66951e-16
      7.27802  1.73430e-16
      7.27935  1.68105e-16
      7.28067  1.54647e-16
      7.28200  1.43073e-16
      7.28332  1.34667e-16
      7.28465  1.26390e-16
      7.28597  1.20209e-16
      7.28730  1.13216e-16
      7.28863  1.02948e-16
      7.28996  9.66345e-17
      7.29129  9.55224e-17
      7.29262  9.81950e-17
      7.29395  1.04958e-16
      7.29528  1.10706e-16
      7.29661  1.11586e-16
      7.29794  1.05319e-16
      7.29927  1.00547e-16
      7.30060  1.01867e-16
      7.30194  1.05732e-16
      7.30327  1.10770e-16
      7.30460  1.26377e-16
      7.30594  1.68504e-16
      7.30727  2.45841e-16
      7.30861  3.46959e-16
      7.30994  4.91853e-16
      7.31128  6.97791e-16
      7.31261  9.81331e-16
      7.31395  1.38969e-15
      7.31529  1.89648e-15
      7.31663  2.46838e-15
      7.31797  3.00123e-15
      7.31930  3.36025e-15
      7.32064  3.43748e-15
      7.32198  3.23312e-15
      7.32332  3.01807e-15
      7.32467  2.87150e-15
      7.32601  2.71671e-15
      7.32735  2.50794e-15
      7.32869  2.21263e-15
      7.33003  1.94801e-15
      7.33138  1.74980e-15
      7.33272  1.54003e-15
      7.33407  1.31107e-15
      7.33541  1.11377e-15
      7.33676  9.51397e-16
      7.33810  8.56544e-16
      7.33945  8.04709e-16
      7.34080  6.86586e-16
      7.34214  5.53979e-16
      7.34349  4.45796e-16
      7.34484  3.67649e-16
      7.34619  3.01976e-16
      7.34754  2.46463e-16
      7.34889  1.93436e-16
      7.35024  1.45001e-16
      7.35159  1.11742e-16
      7.35294  9.22302e-17
      7.35429  8.00330e-17
      7.35565  6.70546e-17
      7.35700  5.39642e-17
      7.35835  4.41228e-17
      7.35971  3.86485e-17
      7.36106  3.69480e-17
      7.36241  3.84115e-17
      7.36377  4.96724e-17
      7.36513  8.71837e-17
      7.36648  1.76830e-16
      7.36784  3.80550e-16
      7.36920  8.33804e-16
      7.37055  1.73659e-15
      7.37191  3.41747e-15
      7.37327  6.24467e-15
      7.37463  1.07690e-14
      7.37599  1.75834e-14
      7.37735  2.69084e-14
      7.37871  4.00001e-14
      7.38007  6.10037e-14
      7.38144  9.40056e-14
      7.38280  1.39986e-13
      7.38416  1.95398e-13
      7.38552  2.57678e-13
      7.38689  3.30513e-13
      7.38825  4.06854e-13
      7.38962  4.83492e-13
      7.39098  5.54018e-13
      7.39235  6.24265e-13
      7.39372  6.99423e-13
      7.39508  7.73207e-13
      7.39645  8.43784e-13
      7.39782  9.10433e-13
      7.39919  9.78954e-13
      7.40056  1.05661e-12
      7.40192  1.14709e-12
      7.40329  1.25167e-12
      7.40466  1.36814e-12
      7.40604  1.51093e-12
      7.40741  1.67737e-12
      7.40878  1.84943e-12
      7.41015  1.99260e-12
      7.41152  2.11042e-12
      7.41290  2.24669e-12
      7.41427  2.42673e-12
      7.41565  2.64105e-12
      7.41702  2.85972e-12
      7.41840  3.08245e-12
      7.41977  3.31585e-12
      7.42115  3.55085e-12
      7.42253  3.79597e-12
      7.42390  4.08566e-12
      7.42528  4.36562e-12
      7.42666  4.62418e-12
      7.42804  4.88129e-12
      7.42942  5.12170e-12
      7.43080  5.32005e-12
      7.43218  5.52304e-12
      7.43356  5.72821e-12
      7.43494  5.91481e-12
      7.43633  6.13932e-12
      7.43771  6.42100e-12
      7.43909  6.67222e-12
